,ymd,pref,u_bukken_count,name
4364,2019-05-01,8,28981,茨城県
4365,2019-05-02,8,29291,茨城県
4366,2019-05-03,8,29280,茨城県
4367,2019-05-04,8,29265,茨城県
4368,2019-05-05,8,29244,茨城県
4369,2019-05-06,8,29228,茨城県
4370,2019-05-07,8,29154,茨城県
4371,2019-05-08,8,29167,茨城県
4372,2019-05-09,8,29174,茨城県
4373,2019-05-10,8,29207,茨城県
4374,2019-05-11,8,29263,茨城県
4375,2019-05-12,8,29187,茨城県
4376,2019-05-13,8,29346,茨城県
4377,2019-05-14,8,29209,茨城県
4378,2019-05-15,8,29362,茨城県
4379,2019-05-16,8,29331,茨城県
4380,2019-05-17,8,29301,茨城県
4381,2019-05-18,8,29310,茨城県
4382,2019-05-19,8,28964,茨城県
4383,2019-05-20,8,29311,茨城県
4384,2019-05-21,8,29273,茨城県
4385,2019-05-22,8,29177,茨城県
4386,2019-05-23,8,29210,茨城県
4387,2019-05-24,8,29195,茨城県
4388,2019-05-25,8,28852,茨城県
4389,2019-05-26,8,28665,茨城県
4390,2019-05-27,8,28668,茨城県
4391,2019-05-28,8,28393,茨城県
4392,2019-05-29,8,28560,茨城県
4393,2019-05-30,8,28802,茨城県
4394,2019-05-31,8,27392,茨城県
4395,2019-06-01,8,29228,茨城県
4396,2019-06-02,8,29621,茨城県
4397,2019-06-03,8,29628,茨城県
4398,2019-06-04,8,29602,茨城県
4399,2019-06-05,8,29600,茨城県
4400,2019-06-06,8,29607,茨城県
4401,2019-06-07,8,29578,茨城県
4402,2019-06-08,8,29782,茨城県
4403,2019-06-09,8,29860,茨城県
4404,2019-06-10,8,29915,茨城県
4405,2019-06-11,8,29956,茨城県
4406,2019-06-12,8,29842,茨城県
4407,2019-06-13,8,29861,茨城県
4408,2019-06-14,8,29859,茨城県
4409,2019-06-15,8,29873,茨城県
4410,2019-06-16,8,29852,茨城県
4411,2019-06-17,8,29713,茨城県
4412,2019-06-18,8,29169,茨城県
4413,2019-06-19,8,29107,茨城県
4414,2019-06-20,8,28360,茨城県
4415,2019-06-21,8,29006,茨城県
4416,2019-06-22,8,29189,茨城県
4417,2019-06-23,8,27194,茨城県
4418,2019-06-24,8,29081,茨城県
4419,2019-06-25,8,28798,茨城県
4420,2019-06-26,8,26482,茨城県
4421,2019-06-27,8,27939,茨城県
4422,2019-06-28,8,28519,茨城県
4423,2019-06-29,8,26837,茨城県
4424,2019-06-30,8,26420,茨城県
4425,2019-07-01,8,28969,茨城県
4426,2019-07-02,8,29182,茨城県
4427,2019-07-03,8,29410,茨城県
4428,2019-07-04,8,29234,茨城県
4429,2019-07-05,8,29263,茨城県
4430,2019-07-06,8,29323,茨城県
4431,2019-07-07,8,29357,茨城県
4432,2019-07-08,8,29319,茨城県
4433,2019-07-09,8,29238,茨城県
4434,2019-07-10,8,28936,茨城県
4435,2019-07-11,8,28942,茨城県
4436,2019-07-12,8,29008,茨城県
4437,2019-07-13,8,29055,茨城県
4438,2019-07-14,8,29080,茨城県
4439,2019-07-15,8,28703,茨城県
4440,2019-07-16,8,28827,茨城県
4441,2019-07-17,8,28799,茨城県
4442,2019-07-18,8,28772,茨城県
4443,2019-07-19,8,28646,茨城県
4444,2019-07-20,8,28701,茨城県
4445,2019-07-21,8,28638,茨城県
4446,2019-07-22,8,28510,茨城県
4447,2019-07-23,8,28506,茨城県
4448,2019-07-24,8,28116,茨城県
4449,2019-07-25,8,28264,茨城県
4450,2019-07-26,8,28210,茨城県
4451,2019-07-27,8,28246,茨城県
4452,2019-07-28,8,27819,茨城県
4453,2019-07-29,8,27534,茨城県
4454,2019-07-30,8,25165,茨城県
4455,2019-07-31,8,24696,茨城県
4456,2019-08-01,8,28497,茨城県
4457,2019-08-02,8,28984,茨城県
4458,2019-08-03,8,29018,茨城県
4459,2019-08-04,8,29016,茨城県
4460,2019-08-05,8,28801,茨城県
4461,2019-08-06,8,28752,茨城県
4462,2019-08-07,8,28582,茨城県
4463,2019-08-08,8,28612,茨城県
4464,2019-08-09,8,29181,茨城県
4465,2019-08-10,8,29328,茨城県
4466,2019-08-11,8,29304,茨城県
4467,2019-08-12,8,29247,茨城県
4468,2019-08-13,8,29258,茨城県
4469,2019-08-14,8,29174,茨城県
4470,2019-08-15,8,29150,茨城県
4471,2019-08-16,8,28963,茨城県
4472,2019-08-17,8,28936,茨城県
4473,2019-08-18,8,28882,茨城県
4474,2019-08-19,8,28919,茨城県
4475,2019-08-20,8,28889,茨城県
4476,2019-08-21,8,28965,茨城県
4477,2019-08-22,8,28999,茨城県
4478,2019-08-23,8,29017,茨城県
4479,2019-08-24,8,29087,茨城県
4480,2019-08-25,8,28512,茨城県
4481,2019-08-26,8,28861,茨城県
4482,2019-08-27,8,26483,茨城県
4483,2019-08-28,8,28219,茨城県
4484,2019-08-29,8,28709,茨城県
4485,2019-08-30,8,28569,茨城県
4486,2019-08-31,8,28035,茨城県
4487,2019-09-01,8,28813,茨城県
4488,2019-09-02,8,28719,茨城県
4489,2019-09-03,8,28808,茨城県
4490,2019-09-04,8,28686,茨城県
4491,2019-09-05,8,28795,茨城県
4492,2019-09-06,8,28779,茨城県
4493,2019-09-07,8,28845,茨城県
4494,2019-09-08,8,28875,茨城県
4495,2019-09-09,8,28722,茨城県
4496,2019-09-10,8,28623,茨城県
4497,2019-09-11,8,28432,茨城県
4498,2019-09-12,8,28766,茨城県
4499,2019-09-13,8,28750,茨城県
4500,2019-09-14,8,28793,茨城県
4501,2019-09-15,8,28687,茨城県
4502,2019-09-16,8,28610,茨城県
4503,2019-09-17,8,28542,茨城県
4504,2019-09-18,8,28492,茨城県
4505,2019-09-19,8,28568,茨城県
4506,2019-09-20,8,28503,茨城県
4507,2019-09-21,8,28185,茨城県
4508,2019-09-22,8,27399,茨城県
4509,2019-09-23,8,27764,茨城県
4510,2019-09-24,8,27529,茨城県
4511,2019-09-25,8,27403,茨城県
4512,2019-09-26,8,27275,茨城県
4513,2019-09-27,8,27194,茨城県
4514,2019-09-28,8,27144,茨城県
4515,2019-09-29,8,26986,茨城県
4516,2019-09-30,8,26956,茨城県
4517,2019-10-01,8,26929,茨城県
4518,2019-10-02,8,28764,茨城県
4519,2019-10-03,8,28617,茨城県
4520,2019-10-04,8,28594,茨城県
4521,2019-10-05,8,28645,茨城県
4522,2019-10-06,8,28798,茨城県
4523,2019-10-07,8,28713,茨城県
4524,2019-10-08,8,28663,茨城県
4525,2019-10-09,8,28546,茨城県
4526,2019-10-10,8,28625,茨城県
4527,2019-10-11,8,28620,茨城県
4528,2019-10-12,8,28536,茨城県
4529,2019-10-13,8,28495,茨城県
4530,2019-10-14,8,28506,茨城県
4531,2019-10-15,8,28460,茨城県
4532,2019-10-16,8,28312,茨城県
4533,2019-10-17,8,28302,茨城県
4534,2019-10-18,8,28307,茨城県
4535,2019-10-19,8,28477,茨城県
4536,2019-10-20,8,28450,茨城県
4537,2019-10-21,8,28330,茨城県
4538,2019-10-22,8,28261,茨城県
4539,2019-10-23,8,28002,茨城県
4540,2019-10-24,8,28056,茨城県
4541,2019-10-25,8,28080,茨城県
4542,2019-10-26,8,27613,茨城県
4543,2019-10-27,8,27258,茨城県
4544,2019-10-28,8,26706,茨城県
4545,2019-10-29,8,26574,茨城県
4546,2019-10-30,8,26107,茨城県
4547,2019-10-31,8,25551,茨城県
4548,2019-11-01,8,28068,茨城県
4549,2019-11-02,8,28537,茨城県
4550,2019-11-03,8,28584,茨城県
4551,2019-11-04,8,28570,茨城県
4552,2019-11-05,8,28415,茨城県
4553,2019-11-06,8,28364,茨城県
4554,2019-11-07,8,28397,茨城県
4555,2019-11-08,8,28324,茨城県
4556,2019-11-09,8,28306,茨城県
4557,2019-11-10,8,28340,茨城県
4558,2019-11-11,8,28255,茨城県
4559,2019-11-12,8,28022,茨城県
4560,2019-11-13,8,27961,茨城県
4561,2019-11-14,8,28080,茨城県
4562,2019-11-15,8,27950,茨城県
4563,2019-11-16,8,28179,茨城県
4564,2019-11-17,8,28118,茨城県
4565,2019-11-18,8,27685,茨城県
4566,2019-11-19,8,27605,茨城県
4567,2019-11-20,8,27565,茨城県
4568,2019-11-21,8,27654,茨城県
4569,2019-11-22,8,27635,茨城県
4570,2019-11-23,8,27589,茨城県
4571,2019-11-24,8,27521,茨城県
4572,2019-11-25,8,27428,茨城県
4573,2019-11-26,8,27015,茨城県
4574,2019-11-27,8,26284,茨城県
4575,2019-11-28,8,26165,茨城県
4576,2019-11-29,8,25707,茨城県
4577,2019-11-30,8,25511,茨城県
4578,2019-12-01,8,28278,茨城県
4579,2019-12-02,8,28235,茨城県
4580,2019-12-03,8,28183,茨城県
4581,2019-12-04,8,28209,茨城県
4582,2019-12-05,8,28268,茨城県
4583,2019-12-06,8,28301,茨城県
4584,2019-12-07,8,28475,茨城県
4585,2019-12-08,8,28387,茨城県
4586,2019-12-09,8,28470,茨城県
4587,2019-12-10,8,28347,茨城県
4588,2019-12-11,8,28303,茨城県
4589,2019-12-12,8,28180,茨城県
4590,2019-12-13,8,28181,茨城県
4591,2019-12-14,8,28201,茨城県
4592,2019-12-15,8,28271,茨城県
4593,2019-12-16,8,28206,茨城県
4594,2019-12-17,8,28103,茨城県
4595,2019-12-18,8,28051,茨城県
4596,2019-12-19,8,28182,茨城県
4597,2019-12-20,8,27948,茨城県
4598,2019-12-21,8,28095,茨城県
4599,2019-12-22,8,28098,茨城県
4600,2019-12-23,8,28020,茨城県
4601,2019-12-24,8,28255,茨城県
4602,2019-12-25,8,28165,茨城県
4603,2019-12-26,8,28062,茨城県
4604,2019-12-27,8,28311,茨城県
4605,2019-12-28,8,28041,茨城県
4606,2019-12-29,8,28102,茨城県
4607,2019-12-30,8,28112,茨城県
4608,2019-12-31,8,28104,茨城県
4609,2020-01-01,8,28956,茨城県
4610,2020-01-02,8,28947,茨城県
4611,2020-01-03,8,28933,茨城県
4612,2020-01-04,8,28912,茨城県
4613,2020-01-05,8,28855,茨城県
4614,2020-01-06,8,28929,茨城県
4615,2020-01-07,8,28748,茨城県
4616,2020-01-08,8,28545,茨城県
4617,2020-01-09,8,28705,茨城県
4618,2020-01-10,8,28779,茨城県
4619,2020-01-11,8,28787,茨城県
4620,2020-01-12,8,28760,茨城県
4621,2020-01-13,8,28609,茨城県
4622,2020-01-14,8,28396,茨城県
4623,2020-01-15,8,28319,茨城県
4624,2020-01-16,8,27940,茨城県
4625,2020-01-17,8,27901,茨城県
4626,2020-01-18,8,27705,茨城県
4627,2020-01-19,8,27484,茨城県
4628,2020-01-20,8,27694,茨城県
4629,2020-01-21,8,27637,茨城県
4630,2020-01-22,8,27589,茨城県
4631,2020-01-23,8,27581,茨城県
4632,2020-01-24,8,28232,茨城県
4633,2020-01-25,8,28586,茨城県
4634,2020-01-26,8,27924,茨城県
4635,2020-01-27,8,28368,茨城県
4636,2020-01-28,8,28229,茨城県
4637,2020-01-29,8,27421,茨城県
4638,2020-01-30,8,27470,茨城県
4639,2020-01-31,8,26719,茨城県
4640,2020-02-01,8,28603,茨城県
4641,2020-02-02,8,28770,茨城県
4642,2020-02-03,8,28542,茨城県
4643,2020-02-04,8,28647,茨城県
4644,2020-02-05,8,28482,茨城県
4645,2020-02-06,8,28498,茨城県
4646,2020-02-07,8,28545,茨城県
4647,2020-02-08,8,28541,茨城県
4648,2020-02-09,8,28472,茨城県
4649,2020-02-10,8,28334,茨城県
4650,2020-02-11,8,28274,茨城県
4651,2020-02-12,8,28135,茨城県
4652,2020-02-13,8,28138,茨城県
4653,2020-02-14,8,28045,茨城県
4654,2020-02-15,8,27767,茨城県
4655,2020-02-16,8,27739,茨城県
4656,2020-02-17,8,27505,茨城県
4657,2020-02-18,8,27082,茨城県
4658,2020-02-19,8,26828,茨城県
4659,2020-02-20,8,26922,茨城県
4660,2020-02-21,8,26959,茨城県
4661,2020-02-22,8,26936,茨城県
4662,2020-02-23,8,26755,茨城県
4663,2020-02-24,8,25946,茨城県
4664,2020-02-25,8,25682,茨城県
4665,2020-02-26,8,25328,茨城県
4666,2020-02-27,8,25283,茨城県
4667,2020-02-28,8,25211,茨城県
4668,2020-02-29,8,25371,茨城県
4669,2020-03-01,8,26443,茨城県
4670,2020-03-02,8,26796,茨城県
4671,2020-03-03,8,26763,茨城県
4672,2020-03-04,8,26740,茨城県
4673,2020-03-05,8,26689,茨城県
4674,2020-03-06,8,26663,茨城県
4675,2020-03-07,8,26613,茨城県
4676,2020-03-08,8,26626,茨城県
4677,2020-03-09,8,26129,茨城県
4678,2020-03-10,8,26006,茨城県
4679,2020-03-11,8,25840,茨城県
4680,2020-03-12,8,25635,茨城県
4681,2020-03-13,8,25657,茨城県
4682,2020-03-14,8,25681,茨城県
4683,2020-03-15,8,25599,茨城県
4684,2020-03-16,8,25548,茨城県
4685,2020-03-17,8,25488,茨城県
4686,2020-03-18,8,25606,茨城県
4687,2020-03-19,8,25409,茨城県
4688,2020-03-20,8,25293,茨城県
4689,2020-03-21,8,24960,茨城県
4690,2020-03-22,8,24915,茨城県
4691,2020-03-23,8,24382,茨城県
4692,2020-03-24,8,24431,茨城県
4693,2020-03-25,8,24696,茨城県
4694,2020-03-26,8,24801,茨城県
4695,2020-03-27,8,24867,茨城県
4696,2020-03-28,8,24887,茨城県
4697,2020-03-29,8,24762,茨城県
4698,2020-03-30,8,24405,茨城県
4699,2020-03-31,8,24360,茨城県
4700,2020-04-01,8,24563,茨城県
4701,2020-04-02,8,25075,茨城県
4702,2020-04-03,8,25087,茨城県
4703,2020-04-04,8,25318,茨城県
4704,2020-04-05,8,25293,茨城県
4705,2020-04-06,8,25245,茨城県
4706,2020-04-07,8,25224,茨城県
4707,2020-04-08,8,25084,茨城県
4708,2020-04-09,8,25151,茨城県
4709,2020-04-10,8,25020,茨城県
4710,2020-04-11,8,25034,茨城県
4711,2020-04-12,8,25212,茨城県
4712,2020-04-13,8,25093,茨城県
4713,2020-04-14,8,25111,茨城県
4714,2020-04-15,8,24906,茨城県
4715,2020-04-16,8,25162,茨城県
4716,2020-04-17,8,24904,茨城県
4717,2020-04-18,8,24679,茨城県
4718,2020-04-19,8,24791,茨城県
4719,2020-04-20,8,24825,茨城県
4720,2020-04-21,8,24646,茨城県
4721,2020-04-22,8,24645,茨城県
4722,2020-04-23,8,24647,茨城県
4723,2020-04-24,8,24628,茨城県
4724,2020-04-25,8,24499,茨城県
4725,2020-04-26,8,24640,茨城県
4726,2020-04-27,8,24565,茨城県
4727,2020-04-28,8,24414,茨城県
4728,2020-04-29,8,24530,茨城県
4729,2020-04-30,8,24578,茨城県
4730,2020-05-01,8,24818,茨城県
4731,2020-05-02,8,24899,茨城県
4732,2020-05-03,8,24954,茨城県
4733,2020-05-04,8,24844,茨城県
4734,2020-05-05,8,24612,茨城県
4735,2020-05-06,8,24600,茨城県
4736,2020-05-07,8,24774,茨城県
4737,2020-05-08,8,24943,茨城県
4738,2020-05-09,8,25103,茨城県
4739,2020-05-10,8,25061,茨城県
4740,2020-05-11,8,25028,茨城県
4741,2020-05-12,8,25054,茨城県
4742,2020-05-13,8,24571,茨城県
4743,2020-05-14,8,24756,茨城県
4744,2020-05-15,8,24752,茨城県
4745,2020-05-16,8,24593,茨城県
4746,2020-05-17,8,24178,茨城県
4747,2020-05-18,8,23635,茨城県
4748,2020-05-19,8,23598,茨城県
4749,2020-05-20,8,23433,茨城県
4750,2020-05-21,8,23492,茨城県
4751,2020-05-22,8,23380,茨城県
4752,2020-05-23,8,23606,茨城県
4753,2020-05-24,8,24043,茨城県
4754,2020-05-25,8,23410,茨城県
4755,2020-05-26,8,23258,茨城県
4756,2020-05-27,8,22965,茨城県
4757,2020-05-28,8,22988,茨城県
4758,2020-05-29,8,22755,茨城県
4759,2020-05-30,8,22319,茨城県
4760,2020-05-31,8,21668,茨城県
4761,2020-06-01,8,25069,茨城県
4762,2020-06-02,8,25371,茨城県
4763,2020-06-03,8,25214,茨城県
4764,2020-06-04,8,25286,茨城県
4765,2020-06-05,8,25313,茨城県
4766,2020-06-06,8,25355,茨城県
4767,2020-06-07,8,25334,茨城県
4768,2018-10-01,9,24739,栃木県
4769,2018-10-03,9,24729,栃木県
4770,2018-10-05,9,24128,栃木県
4771,2018-10-09,9,24117,栃木県
4772,2018-10-12,9,24051,栃木県
4773,2018-10-16,9,24083,栃木県
4774,2018-10-19,9,23806,栃木県
4775,2018-10-23,9,22959,栃木県
4776,2018-10-26,9,23255,栃木県
4777,2018-10-30,9,23233,栃木県
4778,2018-10-31,9,23035,栃木県
4779,2018-11-01,9,24742,栃木県
4780,2018-11-02,9,24679,栃木県
4781,2018-11-03,9,24792,栃木県
4782,2018-11-04,9,24742,栃木県
4783,2018-11-05,9,24028,栃木県
4784,2018-11-06,9,23976,栃木県
4785,2018-11-07,9,23963,栃木県
4786,2018-11-08,9,24287,栃木県
4787,2018-11-09,9,24195,栃木県
4788,2018-11-10,9,24071,栃木県
4789,2018-11-11,9,24001,栃木県
4790,2018-11-12,9,23371,栃木県
4791,2018-11-13,9,23326,栃木県
4792,2018-11-14,9,23517,栃木県
4793,2018-11-15,9,24205,栃木県
4794,2018-11-16,9,24279,栃木県
4795,2018-11-17,9,23742,栃木県
4796,2018-11-18,9,23689,栃木県
4797,2018-11-19,9,23177,栃木県
4798,2018-11-20,9,23237,栃木県
4799,2018-11-21,9,23222,栃木県
4800,2018-11-22,9,23768,栃木県
4801,2018-11-23,9,23449,栃木県
4802,2018-11-24,9,23597,栃木県
4803,2018-11-25,9,23108,栃木県
4804,2018-11-26,9,22823,栃木県
4805,2018-11-27,9,22851,栃木県
4806,2018-11-28,9,22544,栃木県
4807,2018-11-29,9,22127,栃木県
4808,2018-11-30,9,22153,栃木県
4809,2018-12-01,9,24276,栃木県
4810,2018-12-02,9,24291,栃木県
4811,2018-12-03,9,24302,栃木県
4812,2018-12-04,9,24238,栃木県
4813,2018-12-05,9,24318,栃木県
4814,2018-12-06,9,24363,栃木県
4815,2018-12-07,9,24321,栃木県
4816,2018-12-08,9,24160,栃木県
4817,2018-12-09,9,24041,栃木県
4818,2018-12-10,9,23887,栃木県
4819,2018-12-11,9,23060,栃木県
4820,2018-12-12,9,23035,栃木県
4821,2018-12-13,9,23164,栃木県
4822,2018-12-14,9,22674,栃木県
4823,2018-12-15,9,23109,栃木県
4824,2018-12-16,9,23091,栃木県
4825,2018-12-17,9,22794,栃木県
4826,2018-12-18,9,22672,栃木県
4827,2018-12-19,9,22399,栃木県
4828,2018-12-20,9,22207,栃木県
4829,2018-12-21,9,22321,栃木県
4830,2018-12-22,9,22179,栃木県
4831,2018-12-23,9,22332,栃木県
4832,2018-12-24,9,22436,栃木県
4833,2018-12-25,9,22366,栃木県
4834,2018-12-26,9,22658,栃木県
4835,2018-12-27,9,22621,栃木県
4836,2018-12-28,9,22824,栃木県
4837,2018-12-29,9,22547,栃木県
4838,2018-12-30,9,22579,栃木県
4839,2018-12-31,9,22500,栃木県
4840,2019-01-01,9,23094,栃木県
4841,2019-01-02,9,22924,栃木県
4842,2019-01-03,9,22859,栃木県
4843,2019-01-04,9,22291,栃木県
4844,2019-01-05,9,22249,栃木県
4845,2019-01-06,9,22182,栃木県
4846,2019-01-07,9,22530,栃木県
4847,2019-01-08,9,22440,栃木県
4848,2019-01-09,9,22350,栃木県
4849,2019-01-10,9,22343,栃木県
4850,2019-01-11,9,22115,栃木県
4851,2019-01-12,9,22206,栃木県
4852,2019-01-13,9,22232,栃木県
4853,2019-01-14,9,22196,栃木県
4854,2019-01-15,9,22219,栃木県
4855,2019-01-16,9,22025,栃木県
4856,2019-01-17,9,21978,栃木県
4857,2019-01-18,9,21806,栃木県
4858,2019-01-19,9,21910,栃木県
4859,2019-01-20,9,21863,栃木県
4860,2019-01-21,9,22124,栃木県
4861,2019-01-22,9,22201,栃木県
4862,2019-01-23,9,22154,栃木県
4863,2019-01-24,9,21439,栃木県
4864,2019-01-25,9,21888,栃木県
4865,2019-01-26,9,21098,栃木県
4866,2019-01-27,9,21053,栃木県
4867,2019-01-28,9,21299,栃木県
4868,2019-01-29,9,21050,栃木県
4869,2019-01-30,9,20754,栃木県
4870,2019-01-31,9,20656,栃木県
4871,2019-02-01,9,22947,栃木県
4872,2019-02-02,9,22891,栃木県
4873,2019-02-03,9,22824,栃木県
4874,2019-02-04,9,22804,栃木県
4875,2019-02-05,9,22226,栃木県
4876,2019-02-06,9,22301,栃木県
4877,2019-02-07,9,22176,栃木県
4878,2019-02-08,9,22405,栃木県
4879,2019-02-09,9,22645,栃木県
4880,2019-02-10,9,22540,栃木県
4881,2019-02-11,9,22261,栃木県
4882,2019-02-12,9,21965,栃木県
4883,2019-02-13,9,21692,栃木県
4884,2019-02-14,9,21606,栃木県
4885,2019-02-15,9,22331,栃木県
4886,2019-02-16,9,22302,栃木県
4887,2019-02-17,9,22173,栃木県
4888,2019-02-18,9,21507,栃木県
4889,2019-02-19,9,21330,栃木県
4890,2019-02-20,9,21256,栃木県
4891,2019-02-21,9,21280,栃木県
4892,2019-02-22,9,20924,栃木県
4893,2019-02-23,9,20960,栃木県
4894,2019-02-24,9,20699,栃木県
4895,2019-02-25,9,20503,栃木県
4896,2019-02-26,9,20309,栃木県
4897,2019-02-27,9,20396,栃木県
4898,2019-02-28,9,20114,栃木県
4899,2019-03-01,9,21876,栃木県
4900,2019-03-02,9,22260,栃木県
4901,2019-03-03,9,22183,栃木県
4902,2019-03-04,9,22069,栃木県
4903,2019-03-05,9,21953,栃木県
4904,2019-03-06,9,22053,栃木県
4905,2019-03-07,9,21655,栃木県
4906,2019-03-08,9,21660,栃木県
4907,2019-03-09,9,21472,栃木県
4908,2019-03-10,9,21485,栃木県
4909,2019-03-11,9,21105,栃木県
4910,2019-03-12,9,20931,栃木県
4911,2019-03-13,9,20713,栃木県
4912,2019-03-14,9,21025,栃木県
4913,2019-03-15,9,20995,栃木県
4914,2019-03-16,9,21180,栃木県
4915,2019-03-17,9,21159,栃木県
4916,2019-03-18,9,20944,栃木県
4917,2019-03-19,9,21172,栃木県
4918,2019-03-20,9,21176,栃木県
4919,2019-03-21,9,21167,栃木県
4920,2019-03-22,9,21272,栃木県
4921,2019-03-23,9,20979,栃木県
4922,2019-03-24,9,20685,栃木県
4923,2019-03-25,9,20888,栃木県
4924,2019-03-26,9,20845,栃木県
4925,2019-03-27,9,20679,栃木県
4926,2019-03-28,9,20200,栃木県
4927,2019-03-29,9,19746,栃木県
4928,2019-03-30,9,19637,栃木県
4929,2019-03-31,9,19161,栃木県
4930,2019-04-01,9,21492,栃木県
4931,2019-04-02,9,21227,栃木県
4932,2019-04-03,9,21224,栃木県
4933,2019-04-04,9,20697,栃木県
4934,2019-04-05,9,20108,栃木県
4935,2019-04-06,9,21016,栃木県
4936,2019-04-07,9,21024,栃木県
4937,2019-04-08,9,20887,栃木県
4938,2019-04-09,9,20752,栃木県
4939,2019-04-10,9,20491,栃木県
4940,2019-04-11,9,20519,栃木県
4941,2019-04-12,9,20444,栃木県
4942,2019-04-13,9,20332,栃木県
4943,2019-04-14,9,20375,栃木県
4944,2019-04-15,9,20333,栃木県
4945,2019-04-16,9,20293,栃木県
4946,2019-04-17,9,20525,栃木県
4947,2019-04-18,9,20332,栃木県
4948,2019-04-19,9,20471,栃木県
4949,2019-04-20,9,20182,栃木県
4950,2019-04-21,9,20108,栃木県
4951,2019-04-22,9,20043,栃木県
4952,2019-04-23,9,20095,栃木県
4953,2019-04-24,9,20099,栃木県
4954,2019-04-25,9,19840,栃木県
4955,2019-04-26,9,20102,栃木県
4956,2019-04-27,9,19904,栃木県
4957,2019-04-28,9,19798,栃木県
4958,2019-04-29,9,19724,栃木県
4959,2019-04-30,9,19491,栃木県
4960,2019-05-01,9,20604,栃木県
4961,2019-05-02,9,20616,栃木県
4962,2019-05-03,9,20614,栃木県
4963,2019-05-04,9,20568,栃木県
4964,2019-05-05,9,20556,栃木県
4965,2019-05-06,9,20542,栃木県
4966,2019-05-07,9,20016,栃木県
4967,2019-05-08,9,20079,栃木県
4968,2019-05-09,9,20437,栃木県
4969,2019-05-10,9,20503,栃木県
4970,2019-05-11,9,20234,栃木県
4971,2019-05-12,9,20734,栃木県
4972,2019-05-13,9,20744,栃木県
4973,2019-05-14,9,20400,栃木県
4974,2019-05-15,9,20580,栃木県
4975,2019-05-16,9,20264,栃木県
4976,2019-05-17,9,20282,栃木県
4977,2019-05-18,9,20241,栃木県
4978,2019-05-19,9,20106,栃木県
4979,2019-05-20,9,19702,栃木県
4980,2019-05-21,9,19992,栃木県
4981,2019-05-22,9,19699,栃木県
4982,2019-05-23,9,19692,栃木県
4983,2019-05-24,9,19907,栃木県
4984,2019-05-25,9,19716,栃木県
4985,2019-05-26,9,19581,栃木県
4986,2019-05-27,9,19637,栃木県
4987,2019-05-28,9,19575,栃木県
4988,2019-05-29,9,19355,栃木県
4989,2019-05-30,9,19272,栃木県
4990,2019-05-31,9,18979,栃木県
4991,2019-06-01,9,20844,栃木県
4992,2019-06-02,9,20741,栃木県
4993,2019-06-03,9,20716,栃木県
4994,2019-06-04,9,20408,栃木県
4995,2019-06-05,9,20208,栃木県
4996,2019-06-06,9,20402,栃木県
4997,2019-06-07,9,20382,栃木県
4998,2019-06-08,9,20152,栃木県
4999,2019-06-09,9,20225,栃木県
5000,2019-06-10,9,20347,栃木県
5001,2019-06-11,9,20434,栃木県
5002,2019-06-12,9,20172,栃木県
5003,2019-06-13,9,20397,栃木県
5004,2019-06-14,9,20293,栃木県
5005,2019-06-15,9,20522,栃木県
5006,2019-06-16,9,20160,栃木県
5007,2019-06-17,9,20271,栃木県
5008,2019-06-18,9,20101,栃木県
5009,2019-06-19,9,20011,栃木県
5010,2019-06-20,9,19993,栃木県
5011,2019-06-21,9,19797,栃木県
5012,2019-06-22,9,19960,栃木県
5013,2019-06-23,9,19528,栃木県
5014,2019-06-24,9,19865,栃木県
5015,2019-06-25,9,19797,栃木県
5016,2019-06-26,9,19650,栃木県
5017,2019-06-27,9,19475,栃木県
5018,2019-06-28,9,19311,栃木県
5019,2019-06-29,9,19690,栃木県
5020,2019-06-30,9,19567,栃木県
5021,2019-07-01,9,20242,栃木県
5022,2019-07-02,9,20181,栃木県
5023,2019-07-03,9,20278,栃木県
5024,2019-07-04,9,19953,栃木県
5025,2019-07-05,9,19711,栃木県
5026,2019-07-06,9,19844,栃木県
5027,2019-07-07,9,19829,栃木県
5028,2019-07-08,9,19804,栃木県
5029,2019-07-09,9,19806,栃木県
5030,2019-07-10,9,19626,栃木県
5031,2019-07-11,9,19393,栃木県
5032,2019-07-12,9,19570,栃木県
5033,2019-07-13,9,19564,栃木県
5034,2019-07-14,9,19448,栃木県
5035,2019-07-15,9,19255,栃木県
5036,2019-07-16,9,18727,栃木県
5037,2019-07-17,9,18872,栃木県
5038,2019-07-18,9,19216,栃木県
5039,2019-07-19,9,19077,栃木県
5040,2019-07-20,9,18706,栃木県
5041,2019-07-21,9,19037,栃木県
5042,2019-07-22,9,18774,栃木県
5043,2019-07-23,9,18767,栃木県
5044,2019-07-24,9,18087,栃木県
5045,2019-07-25,9,18126,栃木県
5046,2019-07-26,9,18092,栃木県
5047,2019-07-27,9,17900,栃木県
5048,2019-07-28,9,18083,栃木県
5049,2019-07-29,9,17713,栃木県
5050,2019-07-30,9,17728,栃木県
5051,2019-07-31,9,17551,栃木県
5052,2019-08-01,9,19909,栃木県
5053,2019-08-02,9,19918,栃木県
5054,2019-08-03,9,20206,栃木県
5055,2019-08-04,9,20246,栃木県
5056,2019-08-05,9,20184,栃木県
5057,2019-08-06,9,20216,栃木県
5058,2019-08-07,9,19957,栃木県
5059,2019-08-08,9,20193,栃木県
5060,2019-08-09,9,20280,栃木県
5061,2019-08-10,9,20422,栃木県
5062,2019-08-11,9,20427,栃木県
